Rt,Inst,home,an_inc,ver,pur,dti,del,pb_rc,rev_bal,rev_util,class
0.1991,370.22,RENT,51713,Verified,debt_consolidation,20.05,0,0,12015,0.691,Notpaid
0.089,79.39,RENT,31000,Not Verified,other,22.49,0,1,5883,0.39,Paid
0.1065,114.01,RENT,55000,Source Verified,small_business,9.03,3,0,17494,0.328,Notpaid
0.079,406.78,RENT,70000,Source Verified,debt_consolidation,17.03,0,0,15722,0.44,Paid
0.1269,451.9,RENT,55000,Verified,debt_consolidation,29.26,0,0,18865,0.664,Paid
0.1171,265.18,MORTGAGE,59800,Not Verified,debt_consolidation,13.55,0,0,6001,0.242,Paid
0.079,125.17,MORTGAGE,57886,Not Verified,debt_consolidation,6.6,0,0,1084,0.137,Paid
0.1269,251.59,RENT,125000,Not Verified,car,7.87,0,0,29163,0.938,Paid
0.1825,1269.73,MORTGAGE,96000,Verified,debt_consolidation,14.42,0,0,24992,0.454,Paid
0.1427,280.91,RENT,85000,Verified,medical,23.97,0,0,43129,0.82,Notpaid
0.1171,364.62,RENT,38400,Verified,debt_consolidation,5.81,0,0,4763,0.333,Paid
0.1269,268.36,OWN,95000,Source Verified,debt_consolidation,7.67,1,0,1442,0.335,Paid
0.2167,685.8,MORTGAGE,60000,Verified,debt_consolidation,16.92,0,1,10394,0.881,Paid
0.0603,456.54,MORTGAGE,85000,Not Verified,home_improvement,4.72,0,0,3961,0.084,Paid
0.1171,330.76,MORTGAGE,98000,Not Verified,major_purchase,4.25,0,1,8791,0.405,Paid
0.1677,88.85,RENT,28200,Not Verified,moving,23.02,0,0,2983,0.962,Paid
0.1465,336.32,MORTGAGE,69950,Not Verified,debt_consolidation,20.21,0,1,8797,0.733,Paid
0.0751,280,RENT,115000,Not Verified,moving,0.16,0,0,832,0.02,Paid
0.1903,454.25,RENT,35004,Verified,debt_consolidation,11.59,0,0,4199,0.494,Paid
0.079,156.46,MORTGAGE,86400,Source Verified,credit_card,11.11,0,0,74666,0.818,Paid
0.079,84.49,MORTGAGE,88000,Verified,renewable_energy,26.82,0,0,14552,0.712,Notpaid
0.1349,203.59,MORTGAGE,96000,Source Verified,wedding,3.76,4,0,3040,0.075,Paid
0.0662,276.34,MORTGAGE,96000,Not Verified,home_improvement,4.64,0,0,3214,0.089,Paid
0.079,31.3,RENT,28600,Not Verified,other,14.94,1,0,3573,0.34,Paid
0.0662,368.45,RENT,90000,Source Verified,debt_consolidation,10.75,0,0,16793,0.464,Paid
0.079,68.84,MORTGAGE,31544,Verified,other,11.53,0,0,8064,0.903,Paid
0.1596,561.26,MORTGAGE,100000,Verified,debt_consolidation,17.98,0,0,0,0,Paid
0.1269,40.26,RENT,28000,Not Verified,debt_consolidation,2.36,1,0,1995,0.512,Paid
0.1065,456.03,MORTGAGE,75000,Verified,other,19.01,0,1,11041,0.02,Paid
0.1065,431.37,MORTGAGE,53000,Verified,debt_consolidation,19.29,0,0,14546,0.514,Paid
0.1171,694.6,MORTGAGE,125000,Verified,debt_consolidation,11.53,0,0,14166,0.774,Paid
0.1825,408.48,MORTGAGE,74000,Verified,debt_consolidation,23.25,0,0,34836,0.929,Paid
0.089,254.03,RENT,64000,Not Verified,debt_consolidation,14.38,0,0,14233,0.688,Paid
0.079,161.15,RENT,68000,Verified,debt_consolidation,0,0,0,0,0,Paid
0.1727,349.98,MORTGAGE,72000,Verified,debt_consolidation,20.35,0,0,9218,0.357,Paid
0.0662,107.47,RENT,36000,Not Verified,other,4.21,0,0,368,0.017,Paid
0.1427,102.93,MORTGAGE,120000,Verified,home_improvement,16.86,0,0,14135,0.542,Paid
0.1727,1073.62,MORTGAGE,75000,Verified,small_business,9.22,0,0,1370,0.183,Notpaid
0.1065,195.44,RENT,26400,Not Verified,debt_consolidation,17.46,0,0,836,0.119,Paid
0.1269,301.91,MORTGAGE,60000,Not Verified,credit_card,19.52,0,0,26959,0.861,Paid
0.0603,416.97,MORTGAGE,50000,Verified,credit_card,25.13,0,0,14965,0.265,Paid
0.079,876.13,RENT,96000,Verified,debt_consolidation,3.8,0,0,17801,0.165,Paid
0.1527,346.24,MORTGAGE,36400,Verified,debt_consolidation,23.54,0,0,9489,0.921,Notpaid
0.1171,773.44,MORTGAGE,75000,Verified,debt_consolidation,11.41,0,0,55145,0.434,Paid
0.1269,271.14,MORTGAGE,63500,Source Verified,debt_consolidation,17.65,0,0,13153,0.315,Notpaid
0.0603,182.62,OWN,21600,Source Verified,car,0,0,0,0,0,Paid
0.1991,396.66,OWN,86000,Verified,credit_card,20.99,0,0,29710,0.861,Notpaid
0.1242,488.45,OWN,43500,Verified,debt_consolidation,21.88,0,0,19048,0.474,Notpaid
0.1427,823.42,RENT,206000,Source Verified,debt_consolidation,15.23,0,0,10365,0.656,Paid
0.1427,384.26,RENT,46000,Verified,debt_consolidation,9.76,0,0,14417,0.641,Paid
0.1727,149.99,MORTGAGE,32346,Not Verified,car,10.28,0,0,3009,0.684,Notpaid
0.089,206.4,MORTGAGE,22000,Verified,home_improvement,19.71,0,0,4555,0.156,Paid
0.1242,1169.54,MORTGAGE,165000,Verified,home_improvement,2.92,0,1,4784,0.22,Paid
0.0603,426.1,MORTGAGE,124000,Verified,home_improvement,8.48,0,0,13141,0.426,Paid
0.1065,496.08,MORTGAGE,107500,Verified,other,6.4,0,0,2369,0.036,Notpaid
0.0662,214.93,MORTGAGE,43000,Verified,home_improvement,4.41,0,0,4840,0.234,Paid
0.0603,152.18,MORTGAGE,95000,Source Verified,home_improvement,13.26,0,0,6661,0.25,Paid
0.0751,336,MORTGAGE,51000,Verified,home_improvement,17.06,0,0,16811,0.288,Notpaid
0.1349,182.38,OWN,20868,Source Verified,debt_consolidation,18.23,0,0,7228,0.84,Paid
0.089,238.15,MORTGAGE,150000,Verified,credit_card,7.85,0,0,11885,0.149,Paid
0.1903,389.36,MORTGAGE,86945,Verified,small_business,10.72,1,1,5658,0.729,Paid
0.1677,316.54,MORTGAGE,81708,Source Verified,home_improvement,14.22,1,0,905,0.754,Paid
0.089,635.07,RENT,72000,Verified,moving,7.8,0,0,15637,0.354,Paid
0.089,127.02,RENT,62500,Not Verified,debt_consolidation,15.84,1,0,8291,0.691,Paid
0.1269,167.73,RENT,39000,Not Verified,major_purchase,12.65,1,1,2211,0.514,Paid
0.0662,307.04,RENT,20000,Verified,house,2.4,1,0,374,0.014,Paid
0.1269,268.36,MORTGAGE,120000,Source Verified,credit_card,20.14,0,0,45393,0.841,Paid
0.1242,267.33,RENT,20000,Source Verified,car,4.74,0,0,1744,0.134,Paid
0.0991,386.7,RENT,60000,Verified,major_purchase,18.32,0,0,5690,0.448,Paid
0.0662,138.17,MORTGAGE,125000,Verified,renewable_energy,4.16,0,0,5787,0.268,Paid
0.1065,289.09,RENT,24000,Verified,major_purchase,22.15,0,0,20589,0.4,Paid
0.1727,319.98,RENT,46200,Source Verified,credit_card,15.12,0,0,5523,0.339,Paid
0.1596,372.46,MORTGAGE,47000,Source Verified,debt_consolidation,16.03,0,0,14713,0.547,Paid
0.0603,45.66,RENT,22968,Not Verified,debt_consolidation,28.34,0,0,3089,0.094,Paid
0.0991,201.41,RENT,16000,Source Verified,credit_card,11.85,0,0,7529,0.886,Paid
0.1269,251.59,MORTGAGE,84000,Source Verified,credit_card,13.59,0,0,8366,0.761,Paid
0.079,244.07,MORTGAGE,58600,Not Verified,debt_consolidation,7.42,0,0,6565,0.591,Paid
0.079,625.81,MORTGAGE,100800,Verified,debt_consolidation,5.26,0,0,22055,0.459,Paid
0.1427,343.09,RENT,42000,Verified,debt_consolidation,23.43,0,0,6098,0.48,Paid
0.079,62.59,MORTGAGE,93000,Not Verified,other,21.23,0,0,11081,0.715,Paid
0.1065,162.87,MORTGAGE,48000,Not Verified,home_improvement,2.3,0,0,2363,0.463,Paid
0.079,75.1,RENT,30720,Not Verified,credit_card,15.23,0,0,4413,0.566,Paid
0.089,330.24,MORTGAGE,67000,Verified,debt_consolidation,5.25,0,0,5703,0.687,Paid
0.1269,838.63,RENT,92000,Verified,debt_consolidation,19.06,0,0,27367,0.704,Paid
0.0662,282.48,RENT,30000,Not Verified,debt_consolidation,20.84,0,0,8643,0.262,Paid
0.1171,279.5,RENT,21040.2,Verified,debt_consolidation,16.69,0,0,11545,0.586,Paid
0.0751,385.78,MORTGAGE,77000,Not Verified,debt_consolidation,25.98,0,0,21992,0.81,Paid
0.089,254.03,RENT,27000,Source Verified,small_business,9.24,0,1,7263,0.344,Notpaid
0.1349,122.15,OWN,32000,Verified,home_improvement,16.46,2,0,2011,0.67,Paid
0.1171,66.16,RENT,33600,Not Verified,debt_consolidation,14.63,0,0,11640,0.837,Paid
0.1527,382.92,MORTGAGE,55536,Not Verified,debt_consolidation,15.13,0,0,10547,0.764,Notpaid
0.1677,395.67,RENT,62000,Not Verified,other,16.65,0,0,31347,0.856,Paid
0.1171,39.7,RENT,20000,Source Verified,debt_consolidation,6.54,0,0,1376,0.527,Notpaid
0.0662,122.82,MORTGAGE,42000,Not Verified,car,12.49,0,0,7232,0.276,Notpaid
0.0603,91.31,MORTGAGE,90000,Verified,debt_consolidation,11.03,0,0,10585,0.089,Paid
0.0751,522.67,OWN,69500,Verified,debt_consolidation,22.8,0,0,5097,0.154,Paid
0.1171,331.48,MORTGAGE,80000,Verified,home_improvement,5.28,0,0,578,0.019,Paid
0.1242,179.66,RENT,38000,Verified,other,2.08,0,0,2007,0.334,Notpaid
0.1677,426.47,RENT,60000,Verified,debt_consolidation,11.12,0,0,8326,0.779,Notpaid
0.0662,368.45,MORTGAGE,92000,Not Verified,debt_consolidation,7.88,0,0,24771,0.387,Paid
0.0662,368.45,RENT,60000,Verified,debt_consolidation,27.84,0,0,18571,0.333,Paid
0.1903,1173.48,MORTGAGE,68000,Source Verified,debt_consolidation,4.55,0,0,9420,0.772,Paid
0.0991,460.82,MORTGAGE,52000,Verified,debt_consolidation,25.11,0,0,33188,0.909,Notpaid
0.0662,429.86,RENT,58000,Verified,credit_card,17.81,0,0,627,0.014,Paid
0.1903,908.5,MORTGAGE,125000,Verified,debt_consolidation,18.06,0,0,60051,0.888,Paid
0.1677,341.17,RENT,45000,Source Verified,debt_consolidation,5.68,0,0,5131,0.87,Notpaid
0.0751,211.56,RENT,60000,Source Verified,small_business,21.74,0,1,1647,0.161,Paid
0.079,156.46,RENT,34000,Not Verified,major_purchase,10.02,0,0,2363,0.257,Paid
0.1171,396.92,RENT,84000,Verified,car,17.81,0,0,7080,0.674,Paid
0.0991,483.38,MORTGAGE,58000,Verified,debt_consolidation,24.41,0,0,28770,0.534,Paid
0.1349,339.31,MORTGAGE,30000,Not Verified,home_improvement,4.76,0,0,2227,0.318,Notpaid
0.1727,1252.56,MORTGAGE,90000,Verified,small_business,17.49,0,0,48458,0.282,Notpaid
0.1242,300.74,RENT,77800,Source Verified,debt_consolidation,3.05,0,0,9158,0.733,Paid
0.0603,418.49,MORTGAGE,76875,Source Verified,credit_card,6.99,0,0,19762,0.304,Paid
0.1065,391.7,MORTGAGE,80000,Source Verified,credit_card,16.13,0,0,34454,0.466,Paid
0.1349,407.17,RENT,50000,Not Verified,debt_consolidation,9.48,0,0,6631,0.677,Paid
0.0751,746.66,MORTGAGE,52800,Verified,debt_consolidation,11.55,0,0,12923,0.519,Paid
0.0603,146.1,MORTGAGE,50000,Not Verified,debt_consolidation,3.1,0,0,3019,0.549,Paid
0.089,1111.37,RENT,80000,Verified,house,9.53,0,0,53655,0.235,Paid
0.2167,641.9,RENT,55000,Verified,debt_consolidation,10.65,1,0,7532,0.731,Paid
0.1864,180.21,OWN,39000,Verified,debt_consolidation,9.75,0,0,4059,0.369,Paid
0.0603,456.54,MORTGAGE,83886.4,Source Verified,debt_consolidation,14.63,0,0,26507,0.105,Paid
0.1171,265.18,MORTGAGE,85000,Verified,home_improvement,7.06,0,1,12670,0.437,Paid
0.1427,339.43,MORTGAGE,39960,Verified,debt_consolidation,29.43,0,0,11351,0.234,Paid
0.0603,455.78,MORTGAGE,125000,Verified,moving,20.24,0,0,27248,0.277,Paid
0.2167,384.05,RENT,65000,Source Verified,small_business,2.66,2,0,4479,0.235,Paid
0.1629,494.21,MORTGAGE,61000,Verified,debt_consolidation,19.93,0,0,11639,0.465,Paid
0.1629,52.96,OWN,48000,Not Verified,debt_consolidation,8.97,0,0,8794,0.854,Notpaid
0.1825,428.9,MORTGAGE,82296,Verified,other,13.41,1,0,11091,0.531,Paid
0.1465,306.89,RENT,178000,Verified,debt_consolidation,10.89,0,0,8666,0.81,Paid
0.079,625.81,OWN,68000,Verified,other,16.66,0,0,17252,0.404,Paid
0.089,317.54,RENT,54000,Source Verified,small_business,6.49,0,0,8995,0.497,Paid
0.0603,426.1,MORTGAGE,180000,Verified,home_improvement,5.17,0,0,8341,0.198,Paid
0.1465,342.3,MORTGAGE,88080,Verified,debt_consolidation,19.3,0,0,29435,0.876,Notpaid
0.1758,147.22,RENT,60000,Source Verified,major_purchase,13.12,0,0,2214,0.201,Notpaid
0.2089,150.48,MORTGAGE,70000,Not Verified,other,14.97,1,0,4609,0.169,Notpaid
0.0603,73.05,RENT,50000,Not Verified,medical,14.59,0,0,2184,0.144,Paid
0.079,616.42,MORTGAGE,78000,Source Verified,debt_consolidation,13.57,0,0,10362,0.677,Paid
0.0662,178.09,RENT,26988,Verified,wedding,20.81,0,0,10784,0.362,Notpaid
0.1758,279.34,OWN,30000,Not Verified,debt_consolidation,23.68,0,0,13068,0.542,Paid
0.089,476.3,MORTGAGE,294000,Verified,small_business,2.05,0,0,17607,0.381,Paid
0.1825,306.36,MORTGAGE,180000,Source Verified,debt_consolidation,12.51,0,0,35433,0.378,Paid
0.089,95.26,MORTGAGE,22800,Not Verified,debt_consolidation,14.26,4,0,2105,0.057,Notpaid
0.0603,182.62,RENT,84996,Source Verified,debt_consolidation,10.65,0,0,9111,0.261,Paid
0.0991,80.57,OWN,23964,Verified,debt_consolidation,10.72,0,0,34011,0,Paid
0.089,190.52,OWN,36000,Not Verified,debt_consolidation,20.27,0,0,6070,0.584,Paid
0.0603,365.23,MORTGAGE,72000,Verified,debt_consolidation,15.37,0,0,8368,0.227,Paid
0.089,298.49,RENT,33000,Not Verified,debt_consolidation,8.91,1,0,4774,0.628,Notpaid
0.1171,661.52,MORTGAGE,60000,Verified,debt_consolidation,20.89,0,0,44122,0.514,Paid
0.079,469.36,RENT,80000,Source Verified,credit_card,9.08,0,0,16189,0.358,Notpaid
0.1269,234.82,RENT,25000,Not Verified,debt_consolidation,16.51,0,0,4419,0.542,Paid
0.1527,287.19,OWN,46750,Source Verified,debt_consolidation,16.33,0,1,5265,0.474,Paid
0.089,95.26,MORTGAGE,42000,Not Verified,medical,13.6,0,0,19140,0.851,Paid
0.1065,325.74,MORTGAGE,45000,Not Verified,home_improvement,14.69,0,0,5272,0.659,Paid
0.1269,790.82,RENT,185000,Source Verified,debt_consolidation,13.32,0,0,7909,0.128,Paid
0.0603,182.62,MORTGAGE,41000,Not Verified,other,10.42,0,0,12994,0.298,Paid
0.0662,307.04,MORTGAGE,46000,Source Verified,debt_consolidation,9,0,0,11354,0.323,Paid
0.2089,431.87,RENT,94000,Source Verified,debt_consolidation,8.04,1,0,4628,0.926,Paid
0.1349,135.73,RENT,34800,Not Verified,debt_consolidation,21.21,0,0,2441,0.555,Paid
0.1269,436.09,MORTGAGE,130000,Source Verified,debt_consolidation,10.64,0,0,19098,0.78,Paid
0.0751,622.22,MORTGAGE,200000,Verified,small_business,13.5,1,0,1884,0.108,Paid
0.079,844.84,MORTGAGE,54000,Verified,small_business,7.78,0,0,14764,0.738,Paid
0.089,285.78,RENT,112440,Not Verified,car,14.11,0,0,57908,0.717,Paid
0.1171,198.46,RENT,85000,Not Verified,other,7.56,0,0,12379,0.794,Paid
0.079,97,MORTGAGE,53000,Not Verified,other,10.14,1,0,8073,0.42,Paid
0.0751,155.56,MORTGAGE,80000,Source Verified,credit_card,13.45,0,0,20776,0.551,Paid
0.1991,423.11,MORTGAGE,78000,Verified,debt_consolidation,18.38,0,1,8679,0.567,Notpaid
0.1242,561.38,RENT,125000,Verified,car,17.34,0,0,15942,0.63,Paid
0.0991,161.13,MORTGAGE,36000,Not Verified,debt_consolidation,1.5,0,0,2197,0.814,Paid
0.0662,379.2,MORTGAGE,105000,Source Verified,credit_card,3.23,0,0,13525,0.448,Paid
0.1727,149.99,RENT,68000,Source Verified,credit_card,20.45,0,0,13597,0.712,Paid
0.1171,129,MORTGAGE,84000,Source Verified,debt_consolidation,8,1,0,38100,0.749,Paid
0.0751,199.11,MORTGAGE,34500,Not Verified,debt_consolidation,12.03,0,0,4347,0.243,Paid
0.0603,365.23,MORTGAGE,74000,Verified,credit_card,16.06,0,0,16179,0.364,Paid
0.1171,294.38,MORTGAGE,120000,Verified,other,1.18,1,0,20384,0.313,Paid
0.089,571.56,MORTGAGE,38000,Verified,debt_consolidation,9.79,0,0,7993,0.192,Paid
0.1677,597.05,RENT,75000,Verified,debt_consolidation,7.34,1,0,18183,0.738,Notpaid
0.079,469.36,MORTGAGE,50000,Not Verified,other,23.71,0,0,28312,0.335,Paid
0.1991,925.54,MORTGAGE,75000,Verified,debt_consolidation,13.65,0,0,17703,0.384,Notpaid
0.1596,485.94,MORTGAGE,98000,Verified,debt_consolidation,20.29,2,0,9339,0.644,Notpaid
0.089,248.52,MORTGAGE,77954,Not Verified,car,4.53,0,0,5511,0.171,Notpaid
0.079,187.75,RENT,51928,Not Verified,other,20.22,0,0,2952,0.324,Notpaid
0.0662,233.35,OWN,28000,Verified,wedding,18.94,0,0,7906,0.271,Paid
0.1864,901.01,MORTGAGE,80000,Verified,debt_consolidation,22.72,0,0,13415,0.607,Paid
0.1171,330.76,RENT,120000,Not Verified,debt_consolidation,7.77,1,0,2228,0.265,Paid
0.1065,647.05,RENT,171996,Source Verified,other,15.17,0,0,48974,0.004,Paid
0.1171,99.23,RENT,30000,Source Verified,medical,23.11,0,0,2037,0.067,Paid
0.1242,267.33,RENT,25000,Not Verified,debt_consolidation,19.54,0,0,6171,0.388,Notpaid
0.203,933.14,MORTGAGE,130000,Verified,debt_consolidation,13.54,0,0,67207,0.558,Notpaid
0.1427,209.29,MORTGAGE,23748,Verified,home_improvement,23.95,0,0,0,,Notpaid
0.1269,67.09,MORTGAGE,120000,Source Verified,major_purchase,18.48,0,0,25933,0.92,Paid
0.1527,260.99,MORTGAGE,30160,Source Verified,credit_card,11.18,0,0,4515,0.934,Paid
0.1242,294.06,RENT,42000,Source Verified,other,0.43,0,0,517,0.05,Paid
0.1065,479.65,RENT,48000,Source Verified,debt_consolidation,19.03,0,0,8087,0.697,Paid
0.1942,78.52,RENT,33996,Source Verified,debt_consolidation,3.04,1,0,2265,0.708,Paid
0.089,31.76,RENT,85000,Not Verified,debt_consolidation,0.75,0,0,835,0.246,Paid
0.1629,42.37,RENT,68736,Not Verified,other,7.16,1,0,12069,0.815,Paid
0.1269,564.87,RENT,87300,Verified,wedding,4.15,0,0,0,0,Paid
0.0751,248.89,RENT,36000,Source Verified,debt_consolidation,20.36,0,0,3001,0.093,Paid
0.1727,539.96,MORTGAGE,72660,Verified,debt_consolidation,19.82,0,0,6763,0.65,Paid
0.2089,472.36,RENT,35000,Verified,debt_consolidation,18.65,1,0,519,0.018,Notpaid
0.2089,944.71,MORTGAGE,85000,Verified,debt_consolidation,24.54,0,0,9449,0.768,Paid
0.0662,61.41,RENT,40800,Source Verified,vacation,27.21,0,0,8940,0.317,Paid
0.2235,834.55,MORTGAGE,158000,Source Verified,debt_consolidation,18.46,0,0,66501,0.727,Paid
0.1269,480.14,RENT,56508,Verified,debt_consolidation,14.74,1,0,21361,0.392,Paid
0.089,95.26,MORTGAGE,25000,Verified,home_improvement,4.08,0,1,2263,0.213,Paid
0.1903,729.4,MORTGAGE,98400,Verified,debt_consolidation,21.23,0,0,46169,0.754,Paid
0.1465,330.5,MORTGAGE,74000,Not Verified,debt_consolidation,3.88,0,0,9664,0.565,Notpaid
0.1269,790.82,MORTGAGE,66000,Verified,major_purchase,20.2,0,0,12059,0.168,Paid
0.1349,419.27,MORTGAGE,49000,Verified,debt_consolidation,10.21,0,0,0,0,Paid
0.1242,449.15,RENT,75000,Verified,wedding,14.83,0,0,988,0.067,Paid
0.1171,529.22,MORTGAGE,60000,Source Verified,debt_consolidation,10.74,0,0,14308,0.361,Paid
0.1527,502.57,MORTGAGE,105687.5,Verified,debt_consolidation,13.07,0,0,29595,0.742,Paid
0.1527,217.49,RENT,14898,Source Verified,debt_consolidation,7.89,0,0,3748,0.694,Paid
0.1427,660.12,MORTGAGE,54000,Verified,debt_consolidation,25.09,0,0,18587,0.474,Paid
0.1242,359.32,MORTGAGE,77000,Source Verified,debt_consolidation,4.74,2,0,12688,0.089,Paid
0.1465,236.07,MORTGAGE,41904,Source Verified,debt_consolidation,12.54,0,0,9917,0.8,Paid
0.1825,306.36,MORTGAGE,35000,Verified,small_business,12.14,0,0,2397,0.2,Paid
0.0662,417.57,MORTGAGE,101900,Source Verified,home_improvement,11.71,0,0,5725,0.221,Paid
0.1527,208.79,OWN,106870,Source Verified,credit_card,15.99,0,0,20782,0.66,Paid
0.1065,488.6,RENT,109000,Verified,other,14.36,0,0,26902,0.502,Paid
0.0751,155.56,MORTGAGE,80796,Not Verified,car,10.19,1,0,125027,0.023,Paid
0.1065,390.88,MORTGAGE,33640,Not Verified,home_improvement,6.78,1,0,8406,0.894,Paid
0.0751,871.11,MORTGAGE,105000,Verified,debt_consolidation,24.73,0,0,94333,0.556,Paid
0.1349,508.96,RENT,50000,Source Verified,other,13.9,1,0,10784,0.384,Paid
0.079,375.49,RENT,150000,Not Verified,credit_card,4.41,0,0,15033,0.321,Paid
0.1171,583.4,RENT,85000,Verified,house,9.66,0,0,1619,0.069,Paid
0.1465,283.28,OWN,80400,Verified,home_improvement,13.68,0,0,20659,0.378,Paid
0.1065,207.06,MORTGAGE,102400,Source Verified,debt_consolidation,11.26,0,0,54211,0.283,Paid
0.1427,171.55,MORTGAGE,60500,Verified,debt_consolidation,11.93,1,0,1421,0.677,Paid
0.0603,280.01,RENT,82000,Source Verified,small_business,21.86,0,0,0,0,Paid
0.089,139.72,MORTGAGE,61104,Not Verified,other,15.62,0,0,21262,0.782,Paid
0.0751,373.33,MORTGAGE,90000,Not Verified,debt_consolidation,1.81,0,0,8258,0.247,Paid
0.1864,252.29,RENT,56000,Source Verified,debt_consolidation,14.23,1,0,29289,0.888,Paid
0.0662,184.23,MORTGAGE,130000,Verified,medical,18.08,0,0,12839,0.409,Paid
0.1171,181.92,RENT,33600,Not Verified,credit_card,8.93,0,0,4214,0.691,Paid
0.0603,152.18,MORTGAGE,60000,Source Verified,small_business,1.2,0,0,274,0.009,Paid
0.1527,194.87,RENT,85000,Verified,debt_consolidation,24.8,0,0,27901,0.936,Notpaid
0.1427,384.26,MORTGAGE,179000,Verified,debt_consolidation,21.08,0,0,96455,0.843,Paid
0.1942,785.17,MORTGAGE,100000,Verified,debt_consolidation,6.58,0,0,13363,0.891,Paid
0.079,469.36,RENT,62000,Verified,credit_card,8.25,0,0,15074,0.368,Paid
0.1427,343.09,RENT,80000,Verified,home_improvement,21.54,0,0,8502,0.796,Paid
0.1825,214.45,OWN,45600,Source Verified,car,19.34,0,0,5004,0.435,Notpaid
0.0991,96.68,MORTGAGE,18840,Not Verified,debt_consolidation,3.82,0,0,1724,0.345,Paid
0.0662,180.39,MORTGAGE,22000,Not Verified,debt_consolidation,19.42,0,0,16304,0.655,Notpaid
0.1171,441.97,MORTGAGE,120000,Verified,debt_consolidation,19.42,0,0,9423,0.391,Paid
0.1864,360.41,RENT,60000,Source Verified,debt_consolidation,13.8,0,0,18507,0.409,Notpaid
0.079,225.29,RENT,75000,Verified,debt_consolidation,20.46,1,0,7697,0.497,Paid
0.1171,496.14,MORTGAGE,78840,Verified,debt_consolidation,13.26,0,0,7136,0.649,Paid
0.0603,152.18,RENT,36396,Not Verified,major_purchase,2.92,0,0,3663,0.308,Paid
0.1629,465.97,MORTGAGE,49800,Verified,wedding,23.23,0,0,16809,0.894,Notpaid
0.1065,284.71,RENT,60000,Verified,wedding,17.26,0,0,7795,0.369,Paid
0.1171,165.38,RENT,41000,Not Verified,wedding,4.04,0,1,4256,0.489,Paid
0.1349,475.03,RENT,113000,Not Verified,credit_card,5.98,0,0,16854,0.936,Paid
0.0662,429.86,RENT,86000,Source Verified,wedding,4.38,0,0,13,0,Paid
0.1171,441.97,MORTGAGE,96552,Verified,debt_consolidation,22.26,0,0,22138,0.617,Notpaid
0.1903,908.5,MORTGAGE,75000,Verified,debt_consolidation,6.05,1,0,0,0,Notpaid
0.1269,298.25,MORTGAGE,26400,Verified,debt_consolidation,18.05,0,0,4917,0.3,Paid
0.1596,291.57,MORTGAGE,60000,Not Verified,debt_consolidation,11.82,1,0,12932,0.601,Paid
0.1242,422.76,RENT,42996,Verified,major_purchase,11.39,0,0,32447,0.608,Notpaid
0.1629,282.41,MORTGAGE,75000,Source Verified,credit_card,11.9,0,0,8640,0.54,Paid
0.0662,406.83,MORTGAGE,69000,Verified,debt_consolidation,28.64,0,0,7174,0.313,Paid
0.1677,296.75,MORTGAGE,77004,Source Verified,debt_consolidation,8.93,0,0,8111,0.489,Notpaid
0.0603,365.23,MORTGAGE,240000,Source Verified,car,16.31,0,0,80491,0.651,Paid
0.0991,322.25,OWN,70000,Source Verified,debt_consolidation,6.39,0,0,12973,0.181,Paid
0.1242,100.25,RENT,78000,Verified,other,23.45,1,0,32852,0.881,Paid
0.1758,359.43,OWN,45000,Source Verified,debt_consolidation,6.56,0,0,9057,0.733,Paid
0.1991,196.73,MORTGAGE,74603,Source Verified,debt_consolidation,14.7,0,0,28211,0.89,Paid
